AÑO,MES,CONGLOME,VIVIENDA,HOGAR,CODPERSO,UBIGEO,DOMINIO,ESTRATO,CODINFOR,P317,P318,P319,P319A,P320,P203,P204,P205,P206,P207,P208,P209,IMPUTADO,TICUEST01A,CUESTIONARIOREDUCIDO,TIPOENTREVISTA,FACTOR07,FACTOR_P,NCONGLOME,SUB_CONGLOME
2020,02,008802,004,11,05,200104,1,2,02,1,1,2, , ,7,1,2, ,1,8, , ,2,0,1,354.475316849535,668.608873181741,001709,00
2020,02,008802,108,11,04,200104,1,2,01,1,1,2, , ,3,1,2, ,2,9, , ,2,0,1,354.475316849535,668.608873181741,001709,00
2020,02,008802,169,11,05,200104,1,2,02,1,1,1,12,4,3,1,2, ,1,10, , ,2,0,1,354.475316849535,668.608873181741,001709,00
2020,02,008811,125,11,05,200701,1,3,02,1,1,1,3,6,3,1,2, ,2,9, , ,2,0,1,447.131604621309,975.264156002453,000428,00
2020,02,008824,015,11,06,200501,1,3,01,1,1,1,12,1,3,1,2, ,2,9, , ,2,0,1,36.6131385845464,71.4291517028534,000625,00
2020,02,008824,061,11,04,200501,1,3,02,1,1,1,12,6,3,1,2, ,1,8, , ,2,0,1,36.6131385845464,71.4291517028534,000625,00
2020,02,008831,069,11,05,200504,1,5,02,1,2, , , ,3,1,2, ,1,8, , ,2,0,1,451.37032399276,851.371563452381,000737,00
2020,02,008835,091,11,03,200602,1,2,01,1,1,2, , ,3,1,2, ,1,9, , ,2,0,1,428.600187503411,940.914643599396,000779,00
2020,02,008856,106,11,04,200605,1,4,02,1,1,2, , ,3,1,2, ,2,9, , ,2,0,1,465.999697508569,872.733339338583,001079,00
2020,02,008862,019,11,07,200110,1,4,02,2,1,1,99,4,3,1,2, ,2,8, , ,2,0,1,485.193229271672,908.679359501554,001754,00
2020,02,008882,048,11,04,200114,1,4,02,1,1,1,10,3,3,1,2, ,1,8, , ,2,0,1,630.296501308763,1188.86087108803,002023,00
2020,02,008887,013,11,03,200401,1,3,02,1,2, , , ,3,1,2, ,1,8, , ,2,0,1,408.208514880166,764.500882259213,002499,00
2020,02,008900,007,11,03,200805,1,5,02,1,1,1,12,1,3,1,2, ,2,9, , ,2,0,1,852.878723329111,1597.28793662383,002742,00
2020,02,008919,209,11,04,200114,1,7,02,1,2, , , ,3,1,2, ,1,9, , ,2,0,1,146.965686243328,270.11380041576,002080,00
2020,02,008919,211,11,03,200114,1,7,02,1,2, , , ,3,1,2, ,2,9, , ,2,0,1,146.965686243328,270.11380041576,002080,00
2020,02,008945,172,11,06,200302,1,7,02,1,2, , , ,3,1,2, ,1,8, , ,2,0,1,146.965686243328,270.11380041576,002419,00
2020,02,008952,081,11,03,200403,4,7,02,2,2, , , ,5,1,2, ,1,7, , ,2,0,1,274.863091790371,696.024307829452,002618,00
2020,02,008975,014,11,05,210101,6,2,02,2,1,1,4,1,3,1,2, ,1,8, , ,2,0,1,205.408904233038,460.959042315496,040785,00
2020,02,008977,016,11,02,210101,6,2,01,1,2, , , ,5,1,2, ,1,9, , ,2,0,1,779.730351005192,1592.93874092365,040798,00
2020,02,009033,102,11,02,210407,6,5,01,1,2, , , ,3,1,2, ,2,9, , ,2,0,1,925.366093918376,1822.94661158391,041358,00
2020,02,009054,054,11,03,210201,6,7,01,1,1,2, , ,3,1,2, ,1,7, , ,2,0,1,289.352654572804,626.858438936965,039555,00
2020,02,009135,011,11,03,220101,7,4,01,1,1,2, , ,3,1,2, ,2,8, , ,2,0,1,253.378602193665,451.896979331982,008633,00
2020,02,009135,107,11,04,220101,7,4,02,1,1,2, , ,3,1,2, ,1,8, , ,2,0,1,253.378602193665,451.896979331982,008633,00
2020,02,009149,079,11,04,220809,7,5,02,1,1,2, , ,3,1,2, ,2,9, , ,2,0,1,912.666066739241,1614.16199749121,008460,00
2020,02,009152,078,11,04,220804,7,4,02,1,1,2, , ,3,1,2, ,2,9, , ,2,0,1,816.043375994817,1443.27290904629,008497,00
2020,02,009174,005,11,05,220501,7,5,04,1,1,1,7,4,5,1,2, ,1,8, , ,2,0,1,101.857168747254,213.89488920077,008849,00
2020,02,009179,010,11,04,220805,7,7,02,1,1,2, , ,3,1,2, ,1,8, , ,2,0,1,169.347073768943,360.103289974413,008446,00
2020,02,009179,073,11,07,220805,7,7,02,1,2, , , ,3,1,2, ,2,9, , ,2,0,1,169.347073768943,360.103289974413,008446,00
2020,02,009223,057,11,04,220910,7,2,01,1,1,1,3,4,3,1,2, ,1,9, , ,2,0,1,92.9614454995038,195.214321002231,009391,00
2020,02,009230,064,11,03,220901,7,2,02,1,1,2, , ,3,1,2, ,1,8, , ,2,0,1,372.612909326369,664.549593995928,009423,00
2020,02,009230,095,11,04,220901,7,2,02,1,1,2, , ,3,1,2, ,2,9, , ,2,0,1,372.612909326369,664.549593995928,009423,00
2020,02,009258,075,11,03,220601,7,4,01,1,1,1,12,3,3,1,2, ,2,9, , ,2,0,1,159.99333656049,335.977892702886,008999,00
2020,02,009279,095,11,06,220708,7,5,03,1,2, , , ,7,1,2, ,2,8, , ,2,0,1,780.836523765795,1392.61035077673,009346,00
2020,02,009287,104,11,05,220604,7,6,02,1,1,2, , ,3,1,2, ,2,9, , ,2,0,1,169.347073768943,360.103289974413,009042,00
2020,02,009291,112,11,04,221003,7,7,01,1,2, , , ,3,1,2, ,1,9, , ,2,0,1,169.347073768943,360.103289974413,009088,00
2020,02,009291,113,11,02,221003,7,7,01,1,2, , , ,3,1,2, ,2,9, , ,2,0,1,169.347073768943,360.103289974413,009088,00
2020,02,009291,120,11,04,221003,7,7,04,1,2, , , ,3,1,2, ,1,14,6, ,2,0,1,169.347073768943,360.103289974413,009088,00
2020,02,009291,120,11,06,221003,7,7,01,1,1,2, , ,3,1,2, ,2,10, , ,2,0,1,169.347073768943,360.103289974413,009088,00
2020,02,009291,120,11,07,221003,7,7,01,1,2, , , ,3,1,2, ,2,8, , ,2,0,1,169.347073768943,360.103289974413,009088,00
2020,02,009338,119,11,03,230108,3,2,02,1,1,1,12,4,5,1,2, ,1,8, , ,2,0,1,213.252093495468,455.058509276844,044365,00
2020,02,009338,119,11,05,230108,3,2,04,1,1,2, , ,5,1,2, ,1,9, , ,2,0,1,213.252093495468,455.058509276844,044365,00
2020,02,009392,076,11,04,230110,3,2,02,1,1,1,11,7,3,1,2, ,2,8, , ,2,0,1,261.718478380802,547.237032253204,044623,00
2020,02,009414,061,11,03,230302,6,5,01,1,1,2, , ,3,1,2, ,2,9, , ,2,0,1,21.792181619044,55.5718789674143,044152,00
2020,02,009421,024,11,03,230302,6,5,02,1,1,2, , ,3,1,2, ,2,8, , ,2,0,1,29.9948908956883,43.3238172698262,044160,00
2020,02,009468,116,11,04,240101,1,3,02,1,1,2, , ,3,1,2, ,2,8, , ,2,0,1,185.595326632456,314.516882713224,000036,00
2020,02,009495,043,11,06,240101,1,3,04,1,1,2, , ,5,1,2, ,1,9, , ,2,0,1,39.5301724066892,73.4705148851805,000110,00
2020,02,009530,162,11,04,240203,1,5,02,1,1,2, , ,3,1,2, ,1,8, , ,2,0,1,118.130958382587,200.189206795003,000025,00
2020,02,009608,102,11,05,250105,7,2,02,2,2, , , ,3,1,2, ,1,7, , ,2,0,1,21.2679297665812,55.2518387972965,015244,00
2020,02,009613,076,11,04,250105,7,2,02,1,1,1,12,3,3,1,2, ,1,8, , ,2,0,1,248.949536067123,442.386618111187,015245,00
2020,02,009613,091,11,07,250105,7,2,08,1,1,2, , ,5,1,2, ,2,8, , ,2,0,1,248.949536067123,442.386618111187,015245,00
2020,02,009626,075,11,03,250101,7,2,02,1,2, , , ,3,1,2, ,1,9, , ,2,0,1,242.034271176369,428.980963016909,015329,00
2020,02,009654,091,11,04,250101,7,2,01,1,1,1,12,3,3,1,2, ,1,10, , ,2,0,1,20.7362315224167,53.8705428273641,015448,00
2020,02,009666,004,11,06,250101,7,2,04,1,2, , , ,5,1,2, ,1,10, , ,2,0,1,242.034271176369,428.980963016909,015505,00
2020,02,009666,020,11,04,250101,7,2,01,2,2, , , ,3,1,1, ,2,8, , ,2,0,1,242.034271176369,428.980963016909,015505,00
2020,02,009666,097,11,03,250101,7,2,02,1,2, , , ,3,1,2, ,2,8, , ,2,0,1,242.034271176369,428.980963016909,015505,00
2020,02,009681,041,11,05,250107,7,2,01,1,2, , , ,3,1,2, ,1,8, , ,2,0,1,242.034271176369,428.980963016909,015574,00
2020,02,009684,029,11,04,250107,7,2,01,2,1,1,99,6,5,1,2, ,1,8, , ,2,0,1,242.034271176369,428.980963016909,015587,00
2020,02,009684,060,11,07,250107,7,2,02,1,1,1,10,1,3,1,2, ,1,10, , ,2,0,1,242.034271176369,428.980963016909,015587,00
2020,02,009696,086,11,03,250301,7,5,01,1,2, , , ,3,1,2, ,1,10, , ,2,0,1,124.467856123574,221.18102638437,015131,00
2020,02,009696,149,11,03,250301,7,5,02,1,2, , , ,3,1,2, ,1,9, , ,2,0,1,124.467856123574,221.18102638437,015131,00
2020,02,009732,056,11,05,250301,7,7,01,1,1,2, , ,3,1,2, ,2,7, , ,2,0,1,69.8864629741667,149.39889116774,015158,00
2020,02,009732,134,11,04,250301,7,7,02,1,1,2, , ,3,1,2, ,1,9, , ,2,0,1,69.8864629741667,149.39889116774,015158,00
2020,02,009732,135,11,03,250301,7,7,01,1,2, , , ,3,1,2, ,1,15,6, ,2,0,1,69.8864629741667,149.39889116774,015158,00
2020,02,009732,139,11,05,250301,7,7,01,1,2, , , ,3,1,2, ,2,8, , ,2,0,1,69.8864629741667,149.39889116774,015158,00
2020,02,009733,013,11,04,250301,7,7,01,1,2, , , ,3,1,2, ,2,8, , ,2,0,1,69.8864629741667,149.39889116774,015160,00
2020,02,009733,077,11,04,250301,7,7,02,1,1,2, , ,3,1,2, ,1,9, , ,2,0,1,69.8864629741667,149.39889116774,015160,00
2020,02,009750,058,11,05,250101,7,7,01,1,1,2, , ,3,1,2, ,2,10, , ,2,0,1,69.8864629741667,149.39889116774,015669,00
2020,02,009750,131,11,04,250101,7,7,02,1,1,1,6,1,3,1,2, ,1,10, , ,2,0,1,69.8864629741667,149.39889116774,015669,00
2020,02,009770,034,11,04,250401,7,7,01,1,1,2, , ,3,1,2, ,1,7, , ,2,0,1,69.8864629741667,149.39889116774,015783,00
2020,02,009770,036,11,04,250401,7,7,02,1,1,2, , ,3,1,2, ,1,10, , ,2,0,1,69.8864629741667,149.39889116774,015783,00
2020,02,009770,036,11,05,250401,7,7,02,1,1,2, , ,3,1,2, ,1,8, , ,2,0,1,69.8864629741667,149.39889116774,015783,00
2020,02,009770,094,11,05,250401,7,7,01,1,1,2, , ,3,1,2, ,2,11, , ,2,0,1,69.8864629741667,149.39889116774,015783,00
2020,02,009770,098,11,05,250401,7,7,01,1,1,2, , ,5,1,2, ,2,8, , ,2,0,1,69.8864629741667,149.39889116774,015783,00
2020,02,009821,002,11,03,090701,5,5,02,1,1,2, , ,3,1,2, ,2,9, , ,2,0,1,80.6474575430684,204.626018536996,032921,00
2020,02,009879,121,11,05,230101,3,2,03,1,1,1,12,4,5,1,2, ,1,8, , ,2,0,1,213.252093495468,455.058509276844,044487,00
2020,02,009928,047,11,04,150106,8,1,02,2,1,2, , ,3,1,2, ,1,7, , ,2,0,1,1227.8486549772,2807.64452036791,019012,00
2020,02,009928,056,11,04,150106,8,1,02,1,1,1,11,4,5,1,2, ,2,7, , ,2,0,1,1227.8486549772,2807.64452036791,019012,00
2020,02,009928,074,11,05,150106,8,1,04,1,1,1,99,4,5,1,2, ,2,8, , ,2,0,1,1227.8486549772,2807.64452036791,019012,00
2020,02,009943,093,11,05,030208,6,7,01,1,1,2, , ,3,1,2, ,1,8, , ,2,0,1,113.571726330773,244.682362139791,036280,00
2020,02,009945,087,11,03,180208,6,8,02,2,2, , , ,3,1,2, ,2,9, , ,2,0,1,57.1800118683668,144.447730865462,043775,00
2020,02,009948,005,11,03,221002,7,8,02,1,2, , , ,5,1,2, ,1,10, , ,2,0,1,169.347073768943,360.103289974413,009211,00
2020,02,009948,128,11,05,221002,7,8,01,1,1,2, , ,3,1,2, ,1,8, , ,2,0,1,169.347073768943,360.103289974413,009211,00
2020,02,009963,022,11,03,220101,7,7,02,1,1,1,6,1,3,1,2, ,2,8, , ,2,0,1,169.347073768943,360.103289974413,008684,00
2020,02,009963,023,11,03,220101,7,7,01,1,1,2, , ,3,1,2, ,2,8, , ,2,0,1,169.347073768943,360.103289974413,008684,00
2020,02,009963,109,11,06,220101,7,7,01,1,1,2, , ,3,1,2, ,1,8, , ,2,0,1,169.347073768943,360.103289974413,008684,00
2020,02,009963,110,11,03,220101,7,7,02,1,1,2, , ,3,1,2, ,1,8, , ,2,0,1,169.347073768943,360.103289974413,008684,00
2020,02,009964,063,11,05,150406,5,8,02,1,1,1,12,7,5,1,2, ,2,9, , ,2,0,1,121.215936466275,250.83372240825,029953,00
2020,02,009965,084,11,06,120504,5,7,02,1,1,2, , ,3,1,2, ,2,8, , ,2,0,1,177.269617761481,393.011038206062,030837,00
2020,02,009999,055,11,06,080910,7,8,01,1,1,2, , ,3,1,2, ,1,10, , ,2,0,1,228.688397099052,439.983128188895,037161,00
2020,02,009999,056,11,07,080910,7,8,02,2,1,2, , ,3,1,2, ,2,8, , ,2,0,1,228.688397099052,439.983128188895,037161,00
2020,02,010004,036,11,06,010503,4,8,02,1,2, , , ,3,1,2, ,2,7, , ,2,0,1,68.08347059678,109.238356466799,007048,00
2020,02,010009,047,11,09,021809,2,2,10,1,2, , , ,5,1,2, ,2,9, , ,2,0,1,113.653813422159,210.004061534644,012407,00
2020,02,010029,009,11,05,030502,6,6,01,1,2, , , ,3,1,2, ,2,10, , ,2,0,1,113.571726330773,244.682362139791,036823,00
2020,02,010054,003,11,03,050502,5,5,02,1,1,2, , ,3,1,2, ,1,8, , ,2,0,1,560.854674983605,1054.32726040889,035086,00
2020,02,010065,116,11,06,060903,7,7,02,1,1,1,11,1,3,1,2, ,1,9, , ,2,0,1,371.284169976363,963.899316984151,004461,00
2020,02,010065,116,11,07,060903,7,7,02,1,1,1,11,1,3,1,2, ,2,7, , ,2,0,1,371.284169976363,963.899316984151,004461,00
2020,02,010091,151,11,04,080904,7,7,02,1,1,2, , ,3,1,2, ,2,9, , ,2,0,1,228.688397099052,439.983128188895,037072,00
2020,02,010102,006,11,05,090101,5,7,02,1,1,1,6,1,3,1,2, ,1,9, , ,2,0,1,138.01014388767,310.934223968345,033288,00
2020,02,010107,055,11,04,100101,5,2,02,1,2, , , ,3,1,2, ,2,8, , ,2,0,1,469.480851973114,1143.53761234428,014525,00
2020,02,010107,084,11,03,100101,5,2,02,1,1,2, , ,3,1,2, ,2,8, , ,2,0,1,469.480851973114,1143.53761234428,014525,00
2020,02,010111,049,11,04,100602,7,6,02,1,1,2, , ,3,1,2, ,2,9, , ,2,0,1,164.763869557964,351.107454679278,014174,00
2020,02,010111,064,11,03,100602,7,6,02,2,1,2, , ,3,1,2, ,2,8, , ,2,0,1,164.763869557964,351.107454679278,014174,00
2020,02,010210,014,11,03,150106,8,1,01,1,2, , , ,3,1,2, ,2,8, , ,2,0,1,1227.8486549772,2807.64452036791,018918,00
2020,02,010211,073,11,03,150106,8,1,02,2,1,2, , ,3,1,2, ,1,10, , ,2,0,1,641.124218177647,1415.0298619793,018955,00
2020,02,010245,088,11,06,150119,8,1,02,1,2, , , ,5,1,2, ,1,9, , ,2,0,1,1214.99552818611,2572.53577818234,029770,00
2020,02,010284,095,11,05,160107,7,8,01,1,2, , , ,3,1,2, ,2,9, , ,2,0,1,137.95093538553,265.409901092168,007928,00
2020,02,010284,095,11,07,160107,7,8,01,2,2, , , ,5,1,2, ,2,9, , ,2,0,1,137.95093538553,265.409901092168,007928,00
2020,02,010284,096,11,03,160107,7,8,01,1,1,2, , ,3,1,2, ,1,9, , ,2,0,1,137.95093538553,265.409901092168,007928,00
2020,02,010428,013,11,03,021808,2,5,02,1,2, , , ,5,1,2, ,2,9, , ,2,0,1,201.375178031153,401.452414614026,012563,00
2020,02,010428,113,11,03,021808,2,5,02,1,1,2, , ,5,1,2, ,1,8, , ,2,0,1,201.375178031153,401.452414614026,012563,00
2020,02,010441,133,11,04,040108,3,5,02,2,2, , , ,3,1,2, ,2,8, , ,2,0,1,102.11106118009,370.895477788754,043623,00
2020,02,010495,092,11,03,060101,4,2,01,1,1,1,12,1,3,1,2, ,2,8, , ,2,0,1,535.259976362873,1062.86470825766,006073,00
2020,02,010616,001,11,04,130614,4,5,02,1,1,2, , ,3,1,2, ,1,10, , ,2,0,1,133.719583893441,239.385170812368,011424,00
2020,02,010649,052,11,05,150201,2,3,08,1,1,2, , ,5,1,2, ,1,8, , ,2,0,1,243.546819839886,584.222854314242,016409,00
2020,02,011301,043,11,06,210304,6,8,01,1,2, , , ,3,1,2, ,2,8, , ,2,0,1,289.352654572804,626.858438936965,039165,00
2020,02,011301,048,11,03,210304,6,8,01,1,2, , , ,3,1,2, ,1,9, , ,2,0,1,289.352654572804,626.858438936965,039165,00
2020,02,011356,029,11,10,040115,6,6,08,1,1,1,4,3,5,1,2, ,1,9, , ,2,0,1,105.566791355338,244.70016864598,046551,00
2020,02,011360,011,11,03,040705,3,6,02,1,1,2, , ,3,1,2, ,1,8, , ,2,0,1,55.8771283741464,120.056328265126,043733,00
2020,02,011360,039,11,05,040705,3,6,03,1,1,2, , ,5,1,2, ,1,8, , ,2,0,1,55.8771283741464,120.056328265126,043733,00
2020,02,011360,050,11,03,040705,3,6,02,1,2, , , ,5,1,2, ,1,8, , ,2,0,1,55.8771283741464,120.056328265126,043733,00
2020,02,011363,013,11,04,170203,7,6,02,1,1,1,10,7,3,1,2, ,1,8, , ,2,0,1,40.9707430468608,98.5060732246914,038891,00
2020,02,011363,103,11,04,170203,7,6,01,1,1,1,11,7,3,1,2, ,2,8, , ,2,0,1,40.9707430468608,98.5060732246914,038891,00
2020,03,005074,047,11,03,010403,7,7,01,1,2, , , ,3,1,2, ,1,8, , ,2,0,1,91.4589854914527,266.628869192945,006480,00
2020,03,005074,049,11,05,010403,7,7,02,1,2, , , ,3,1,2, ,2,9, , ,2,0,1,91.4589854914527,266.628869192945,006480,00
2020,03,005074,134,11,05,010403,7,7,01,1,2, , , ,3,1,2, ,2,9, , ,2,0,1,91.4589854914527,266.628869192945,006480,00
2020,03,005129,037,11,04,010302,4,8,02,1,2, , , ,3,1,2, ,1,9, , ,2,0,1,68.08347059678,109.238356466799,006919,00
2020,03,005129,040,11,07,010302,4,8,02,1,2, , , ,3,1,2, ,1,8, , ,2,0,1,68.08347059678,109.238356466799,006919,00
2020,03,005135,082,11,07,010510,4,6,02,1,1,2, , ,3,1,2, ,2,8, , ,2,0,1,68.08347059678,109.238356466799,006968,00
2020,03,005232,008,11,03,021802,5,7,02,1,2, , , ,3,1,2, ,1,8, , ,2,0,1,174.953924207184,393.981021766993,012601,00
2020,03,005232,009,11,05,021802,5,7,02,1,1,2, , ,3,1,2, ,2,9, , ,2,0,1,174.953924207184,393.981021766993,012601,00
2020,03,005232,166,11,07,021802,5,7,04,1,2, , , ,5,1,2, ,2,8, , ,2,0,1,174.953924207184,393.981021766993,012601,00
2020,03,005232,171,11,04,021802,5,7,02,2,2, , , ,3,1,2, ,1,9, , ,2,0,1,174.953924207184,393.981021766993,012601,00
2020,03,005259,034,11,02,020101,5,3,01,1,1,2, , ,3,1,2, ,2,9, , ,2,0,1,52.7351666228766,92.6173575787535,013333,00
2020,03,005259,073,11,02,020101,5,3,01,1,1,1,12,6,3,1,2, ,2,9, , ,2,0,1,52.7351666228766,92.6173575787535,013333,00
2020,03,005284,032,11,05,021909,5,8,02,2,2, , , ,3,1,2, ,2,8, , ,2,0,1,174.953924207184,393.981021766993,012781,00
2020,03,005284,035,11,04,021909,5,8,01,1,1,1,12,3,3,1,2, ,2,9, , ,2,0,1,174.953924207184,393.981021766993,012781,00
2020,03,005284,133,11,03,021909,5,8,02,1,1,2, , ,5,1,2, ,2,8, , ,2,0,1,174.953924207184,393.981021766993,012781,00
2020,03,005284,137,11,05,021909,5,8,02,1,1,2, , ,3,1,2, ,2,10, , ,2,0,1,174.953924207184,393.981021766993,012781,00
2020,03,005298,172,11,03,022005,5,7,02,2,2, , , ,3,1,2, ,1,8, , ,2,0,1,174.953924207184,393.981021766993,013001,00
2020,03,005352,033,11,04,030101,6,3,02,1,1,2, , ,3,1,2, ,1,9, , ,2,0,1,45.7520255166784,106.110888379335,036479,00
2020,03,005384,071,11,04,030604,6,7,02,1,1,2, , ,3,1,2, ,1,9, , ,2,0,1,113.571726330773,244.682362139791,036119,00
2020,03,005384,252,11,05,030604,6,7,02,1,1,2, , ,3,1,2, ,1,9, , ,2,0,1,113.571726330773,244.682362139791,036119,00
2020,03,005394,076,11,04,030601,6,7,01,1,1,2, , ,3,1,2, ,1,7, , ,2,0,1,113.571726330773,244.682362139791,036178,00
2020,03,005397,106,11,05,030202,6,6,02,1,1,2, , ,3,1,2, ,1,8, , ,2,0,1,113.571726330773,244.682362139791,036265,00
2020,03,005411,003,11,03,030209,6,8,02,1,1,2, , ,3,1,2, ,2,8, , ,2,0,1,113.571726330773,244.682362139791,036331,00
2020,03,005417,043,11,04,030201,6,7,02,1,1,2, , ,3,1,2, ,2,8, , ,2,0,1,113.571726330773,244.682362139791,036364,00
2020,03,005442,048,11,03,030415,6,6,02,1,1,2, , ,3,1,2, ,2,8, , ,2,0,1,113.571726330773,244.682362139791,036623,00
2020,03,005578,106,11,03,040107,6,1,02,1,2, , , ,3,1,2, ,1,8, , ,2,0,1,637.47665729158,1397.79270823192,043427,00
2020,03,005586,055,11,04,040606,6,5,01,1,2, , , ,3,1,2, ,1,10, , ,2,0,1,387.671899290259,713.112025635629,041700,00
2020,03,005646,324,11,03,040307,3,8,02,2,2, , , ,3,1,2, ,2,9, , ,2,0,1,55.8771283741464,120.056328265126,041596,00
2020,03,005646,325,11,03,040307,3,8,02,2,2, , , ,3,1,2, ,2,8, , ,2,0,1,55.8771283741464,120.056328265126,041596,00
2020,03,005660,059,11,03,040410,6,6,01,1,1,2, , ,3,1,2, ,1,8, , ,2,0,1,105.566791355338,244.70016864598,041762,00
2020,03,005660,075,11,05,040410,6,6,02,1,1,1,12,3,5,1,2, ,1,9, , ,2,0,1,105.566791355338,244.70016864598,041762,00
2020,03,005696,088,11,03,050101,5,2,01,1,1,2, , ,3,1,2, ,1,9, , ,2,0,1,632.519314394853,1189.04662102848,035216,00
2020,03,005696,167,11,04,050101,5,2,01,1,1,2, , ,3,1,2, ,1,9, , ,2,0,1,632.519314394853,1189.04662102848,035216,00
2020,03,005759,153,11,04,050701,5,5,02,1,1,2, , ,5,1,2, ,2,7, , ,2,0,1,539.977115416158,1015.0804088169,036024,00
2020,03,005764,045,11,04,050407,7,7,02,1,2, , , ,3,1,2, ,1,9, , ,2,0,1,90.1171193660684,174.531346266885,034876,00
2020,03,005764,048,11,07,050407,7,7,01,1,2, , , ,3,1,2, ,1,8, , ,2,0,1,90.1171193660684,174.531346266885,034876,00
2020,03,005764,112,11,02,050407,7,7,01,1,2, , , ,3,1,2, ,1,9, , ,2,0,1,90.1171193660684,174.531346266885,034876,00
2020,03,005771,005,11,04,050401,5,7,02,1,1,2, , ,3,1,2, ,1,9, , ,2,0,1,139.626602342206,289.317715325209,034962,00
2020,03,005771,145,11,06,050401,5,7,01,1,1,2, , ,3,1,2, ,1,8, , ,2,0,1,139.626602342206,289.317715325209,034962,00
2020,03,005771,156,11,07,050401,5,7,05,1,1,1,11,5,5,1,2, ,2,9, , ,2,0,1,139.626602342206,289.317715325209,034962,00
2020,03,005785,070,11,05,050114,5,8,02,2,1,2, , ,3,1,2, ,1,8, , ,2,0,1,139.626602342206,289.317715325209,035404,00
2020,03,005806,183,11,04,050201,5,8,01,2,1,2, , ,3,1,2, ,1,9, , ,2,0,1,139.626602342206,289.317715325209,035590,00
2020,03,005808,017,11,07,051104,5,6,02,1,1,2, , ,3,1,2, ,2,9, , ,2,0,1,139.626602342206,289.317715325209,035601,00
2020,03,005808,104,11,05,051104,5,6,02,1,1,2, , ,3,1,2, ,2,8, , ,2,0,1,139.626602342206,289.317715325209,035601,00
2020,03,005808,112,11,03,051104,5,6,01,1,1,2, , ,5,1,2, ,2,8, , ,2,0,1,139.626602342206,289.317715325209,035601,00
2020,03,005838,076,11,05,050901,5,6,04,1,1,1,9,3,5,1,2, ,1,8, , ,2,0,1,139.626602342206,289.317715325209,035964,00
2020,03,005849,019,11,03,060108,4,2,02,1,1,2, , ,3,1,2, ,1,9, , ,2,0,1,308.305833320498,652.78546197626,005862,00
2020,03,005849,100,11,04,060108,4,2,02,1,1,2, , ,5,1,2, ,2,9, , ,2,0,1,308.305833320498,652.78546197626,005862,00
2020,03,005857,106,11,05,060101,4,2,03,1,2, , , ,5,1,2, ,2,8, , ,2,0,1,406.238274492891,844.781186086925,005940,00
2020,03,005875,030,11,04,060901,7,5,01,1,2, , , ,3,1,2, ,2,9, , ,2,0,1,414.21984884054,1277.28413833191,004518,00
2020,03,005875,051,11,03,060901,7,5,02,1,2, , , ,5,1,2, ,1,9, , ,2,0,1,414.21984884054,1277.28413833191,004518,00
2020,03,005886,147,11,04,060801,7,3,02,2,2, , , ,3,1,2, ,1,8, , ,2,0,1,792.20320702568,1315.50438051526,004673,00
2020,03,005925,140,11,03,060802,7,7,02,1,1,2, , ,3,1,2, ,1,8, , ,2,0,1,371.284169976363,963.899316984151,004808,00
2020,03,005936,016,11,04,060612,4,7,02,1,1,2, , ,3,1,2, ,2,9, , ,2,0,1,327.987562334339,728.742322937169,005002,00
2020,03,005936,018,11,06,060612,4,7,02,1,2, , , ,3,1,2, ,1,9, , ,2,0,1,327.987562334339,728.742322937169,005002,00
2020,03,005936,071,11,05,060612,4,7,02,1,1,2, , ,3,1,2, ,2,9, , ,2,0,1,327.987562334339,728.742322937169,005002,00
2020,03,005937,076,11,04,060612,4,8,01,2,2, , , ,3,1,2, ,2,9, , ,2,0,1,327.987562334339,728.742322937169,005007,00
2020,03,005959,106,11,03,060303,4,7,02,1,1,2, , ,3,1,2, ,2,7, , ,2,0,1,327.987562334339,728.742322937169,005412,00
2020,03,005971,148,11,04,060701,4,7,02,1,1,2, , ,3,1,2, ,1,9, , ,2,0,1,327.987562334339,728.742322937169,005610,00
2020,03,005971,362,11,02,060701,4,7,01,1,1,2, , ,3,1,2, ,2,8, , ,2,0,1,327.987562334339,728.742322937169,005610,00
2020,03,005979,028,11,03,061111,4,8,01,1,1,2, , ,3,1,2, ,2,8, , ,2,0,1,327.987562334339,728.742322937169,005665,00
2020,03,005990,005,11,03,061202,4,6,02,1,1,2, , ,3,1,2, ,1,8, , ,2,0,1,327.987562334339,728.742322937169,005844,00
2020,03,006038,006,11,06,070107,8,1,02,1,2, , , ,3,1,2, ,1,9, , ,2,0,1,517.778835340466,1087.49733345315,017388,00
2020,03,006063,012,11,06,070106,8,1,01,1,2, , , ,3,1,2, ,2,8, , ,2,0,1,299.36856117003,717.188631518255,017620,00
2020,03,006064,081,11,03,070106,8,1,01,1,2, , , ,3,1,2, ,2,10, , ,2,0,1,299.36856117003,717.188631518255,017631,00
2020,03,006064,119,11,04,070106,8,1,02,1,1,2, , ,3,1,2, ,1,9, , ,2,0,1,299.36856117003,717.188631518255,017631,00
2020,03,006080,053,11,06,070106,8,1,05,1,1,1,99,3,5,1,2, ,1,9, , ,2,0,1,303.42504573873,723.043232591873,017766,00
2020,03,006090,001,11,04,070102,8,1,02,1,1,1,3,1,3,1,2, ,2,9, , ,2,0,1,392.522630181062,809.018763992773,017845,00
2020,03,006141,027,11,03,070101,8,1,02,1,1,2, , ,3,1,2, ,1,11, , ,2,0,1,406.079156732295,853.731140023953,018249,00
